GRBname,breaknum,slopes,slopes_err,breaks,breaks_err,normal,normal_err,fluence,chisq,rchisq,n,npar,dof,deltaAIC,BIC,flare_count,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,pulse_count,total_flare_fluence,total_pulse_fluence
GRB191122A,5,"[0.775738175117063, 1.612675223119372, 0.2772863876496267, 1.992570912520746, -0.3, 2.0793309285129635]","[0.22244655209130398, 0.20077260425156765, 1.025285340915965, 0.142358587674136, nan, 0.6950095610169391]","[164.51398979963528, 435.74683884821326, 696.3540510277156, 5659.267858383908, 10056.166324535689]","[0.010888733323600696, 0.10790242853596643, 0.08323476535381744, 0.013258824467756636, 0.051695743079905224]",1180.2877560169002,1280.5288576747469,"(8913.771487806356, [2225.1580909337417, 2719.075592575049, 1138.7996234749899, 2524.738183559202, 305.9999972633744])",100.01186130267152,0.9091987391151958,122,12,110,12.38662799498744,427.450598271122,0,938899.0,125.736,31.04972,,,5.269999999999999e-11,4.521973544969798e-07,0.96269,4.0,3,0.0,9.834091292715608e-07
GRB191220A,1,"[2.580904564344335, 0.37928299539236593]","[0.2889677067647105, 0.10440702329769662]",[664.7492946550518],[0.09744574196096734],1806247.8219095224,2782784.722819652,"(513.8481351541105, [513.8481351541105])",35.88310335090317,1.5601349283001378,27,4,23,20.00885237057438,-71.43280649293764,0,945344.0,175.584,125.9951,,,3.35e-11,3.1738524362748737e-07,0.87549,3.0,0,0.0,0.0
GRB200219A,4,"[-0.10673965003054797, 2.110405203386236, 5.573088814861503, 0.7949440987264982, 2.7637538693575174]","[0.0660402595462465, 0.3179705732160933, 0.48775678441261583, 2.983046753289775, 42.27475634019078]","[125.86023393085732, 218.31690685898812, 515.5784398923782, 1348.4035136753596]","[0.023345343564455848, 0.016640255686748588, 0.16641292450613387, 2.0012193404917307]",21.63767581258275,6.523354849510552,"(3665.6254313965937, [1203.2925135240055, 1880.0044470165376, 530.6473729111556, 51.681097944894475])",109.61618681703254,1.5886403886526457,79,10,69,56.567405366891926,460.1187583799267,1,957271.0,288.0,50.59644,,,5.019999999999999e-11,5.533260350391305e-07,0.87149,3.0,1,3.9746267777574565e-08,5.4361186892619684e-08
GRB191228A,3,"[1.4084218414064271, 4.346119692149128, -0.29999999999999916, 1.499669215098847]","[nan, 0.09245347658800201, nan, 0.12533131008937526]","[133.65534450595112, 643.924457400172, 5829.1159347658]","[0.01105722745827727, nan, nan]",330543.26707334426,,"(22001.315355648258, [5739.027256423329, 13308.477740208327, 2953.8103590166006])",299.3774921936673,1.392453452063569,223,8,215,89.82800001876151,1302.5755855868642,0,946476.0,193.816,29.87514,,,3.41e-11,4.7402035771066485e-07,1.19191,3.0,0,0.0,0.0
GRB200131A,1,"[2.425072302893372, 1.088860459616642]","[0.22636166421903778, 0.017514691277817098]",[93.9063791869408],[0.025735674891680677],2867121.367195269,2848669.3708493738,"(2465.5176852528107, [2465.5176852528107])",280.8747493445689,1.5100792975514457,190,4,186,86.3108112327138,784.6029841122956,0,953689.0,32.74,0.8790541,,,4.04e-11,4.4323899267707577e-07,0.82678,1.0,3,0.0,1.4653572919338066e-06
GRB200216B,0,[1.8410336593005072],[0.08902441168268953],[],[],102746.2830278112,49481.825260906655,"(0.0, [])",48.90231840091162,1.2869031158134636,40,2,38,14.08954586768636,100.9244198315776,0,956824.0,67.448,6.568044,,,5.99e-11,5.387507799988851e-07,1.43466,3.0,1,0.0,2.516981997009387e-07
GRB200109A,2,"[1.7875672993731977, 6.0, 1.42169841914487]","[0.529690162198024, 4.257801942109706, 0.49097080595191306]","[214.32946892671904, 280.61163206809516]","[0.08704847160628117, 0.07344898321261814]",52095.861150966026,132784.72231726683,"(1012.9928985311723, [900.4771024179508, 112.51579611322146])",7.235211037792578,0.9044013797240722,14,6,8,10.59325181784497,3.0571577792798976,0,948361.0,112.0,32.0,,,5.44e-11,4.494282792289855e-07,1.14422,4.0,3,0.0,8.257433822973941e-08
GRB200127A,2,"[0.11515422301097096, 2.3454212631381544, 1.277434847973499]","[nan, 0.1408434785356423, 0.13759218901906084]","[146.8672074303187, 784.7079967167813]","[0.02319053403009482, 0.14007763875465096]",81.62693346389898,,"(5228.607018637742, [738.7204096801502, 4489.886608957591])",90.84008234798615,1.0093342483109575,96,6,90,12.891931528654318,320.06685064393866,0,952791.0,217.024,23.58849,,,4.22e-11,4.42694351810125e-07,1.02039,3.0,1,0.0,1.814393051279031e-08
GRB200227A,5,"[0.46760166008314774, 5.07485191826129, -0.29999938037311613, 4.005893364180468, -0.29999989106815655, 1.2418052155202224]","[0.05982990628532228, nan, 0.22875984021266232, 1.4439177909825105, 0.23946801569185855, 0.3860581943592467]","[84.9479137560242, 178.03652177777403, 846.2921574067478, 2178.378214385989, 6836.229248357572]","[nan, nan, 0.01176292646146277, 0.13658190816571802, 0.02601946497156992]",686.0656986464523,170.7567520552514,"(5869.082932002322, [1082.2050249809981, 1704.1015885428255, 1814.5085409191704, 851.1625389146191, 417.1052386447092])",114.01234657932092,1.965730113436568,70,12,58,71.31046147177496,375.787017236543,1,958592.0,30.328,9.202282,,,4.71e-11,4.473875741731011e-07,0.67561,4.0,1,1.5219201716198912e-07,1.4452490835847331e-06
GRB191221B,4,"[1.512533949150746, -0.29990149296906105, 1.286810265913821, 1.735929795571657, 2.7543293764956407]","[0.010865724037417129, 0.06365336304192792, 0.028874908681981074, 1.2751425191342824, nan]","[635.1576797777302, 1173.6865266931247, 110027.84233653302, 163668.9958602019]","[0.013300933195662525, 0.01964773825101099, 0.2430768362327543, nan]",202956.94714828717,10849.08672648998,"(79330.67906432443, [28920.49801025649, 6979.3254490292, 41885.95950189691, 1544.8961031418255])",1354.4694970275823,2.1263257410166125,647,10,637,508.09387942310246,4234.539530034433,2,945521.0,48.0,16.0,1.148,,3.5399999999999995e-11,4.454044130929974e-07,0.40496,4.0,2,9.48322208697082e-08,3.683350704228185e-06
GRB191101A,5,"[0.03819636749554193, 5.999999999998832, 0.048969147243472726, 0.51766438428995, 0.9547217022099932, 0.5762418810674189]","[0.16566855264056773, 0.23291450671996486, 1.12309085376465, 11.433086022224384, 41.55407596383094, 22.093887366687518]","[156.69459165296644, 517.04128258814, 3080.5402340558594, 45875.15888929237, 63074.37365995]","[0.028613288893255474, 0.04015584719889051, 58.34350439395331, 26.076021036159467, nan]",260.422594449159,173.9556290230319,"(23960.0252421774, [13683.201692478862, 6711.324385416643, 403.28880972215745, 2608.1849148318524, 554.0254397278843])",72.86277573140453,1.026236277907106,83,12,71,26.14953487927102,502.46767410937457,3,932742.0,142.708,18.24723,,,3.18e-11,3.055466376508161e-07,1.38801,3.0,1,0.00039149678781587414,5.052935760124704e-08
GRB191019A,0,[0.8394273797098859],[0.2674465919412361],[],[],59.73425673399775,139.9777595235613,"(0.0, [])",4.882782261204064,1.220695565301016,6,2,4,5.19652499063386,-35.44146018126256,0,930285.0,64.348,4.449649,0.248,,3.34e-11,5.246522971557481e-07,1.07252,4.0,10,0.0,2.834125009358183e-06
GRB200205B,5,"[0.09955785209547292, 5.999999999714325, 1.777583570302044, -0.29669425627145996, 0.038219263962086296, 1.4853749702276389]","[0.0676933522480523, nan, nan, 0.20985664460169673, 0.189312488722989, 0.42527361064578495]","[461.21333253663744, 1046.661536517354, 1965.9617643679874, 2209.7365614792516, 17904.186949356554]","[nan, 0.05181774559385747, nan, nan, 0.07500810109564827]",73.4408420170598,21.952557903052888,"(10439.845624526948, [5179.321987031397, 3617.27287045766, 152.26664849780974, 23.623271817738573, 1467.3608467223435])",163.2869015446113,7.099430501939622,35,12,23,92.60050994425218,191.58712850877703,3,954519.0,453.912,4.498539,1.465,,3.58e-11,5.188743279224809e-07,0.73005,4.0,1,9.357384231151019e-07,1.8454414409200436e-07
GRB200125A,3,"[0.11154083518851603, 3.8726221205714877, -0.18470616023182004, 1.0827448103376696]","[0.03445974675989789, nan, 0.04515949203972363, 0.2097744617042614]","[479.55439931263845, 2735.942292071669, 41723.18294059252]","[nan, nan, 0.11625877655070126]",152.392393161115,18.460808576441625,"(46312.821780050705, [28573.569177676676, 12693.188874049736, 5046.063728324289])",216.2738367528761,5.029624110532001,51,8,43,98.38260784194064,210.1491471307093,4,952164.0,350.336,32.96678,,,3.04e-11,4.531432798765598e-07,1.42066,4.0,23,2.1753400421224657e-06,7.292262571196372e-07
GRB191031C,3,"[2.4500830590358413, 2.083429847362156, 4.359895701250964, -0.2999999997705423]","[0.11746755764162439, 0.19283719439851865, nan, nan]","[97.71100561728001, 193.92349632672907, 502.067020733842]","[0.013115480663061778, 0.006585421584069896, nan]",2807555.5813016687,1467151.2829115312,"(3654.571724304048, [1390.6244351630232, 1767.6386401664995, 496.3086489745258])",55.824613082750886,0.930410218045848,68,8,60,11.095180711743412,391.5564279917487,1,932595.0,78.5,7.509189,,,3.78e-11,4.482628849257494e-07,0.65331,4.0,1,2.52083400570281e-06,8.626897248096879e-07
GRB191123A,2,"[1.4964244107428581, -0.10946158583475524, 0.9884149074840406]","[0.2091514954850012, 0.40454341309481145, 0.20618652746067104]","[761.0390529214526, 3811.31650275515]","[0.1073171869571134, 0.18176059667893368]",9223.326920712603,12070.78639123572,"(2132.934146473076, [598.0771648840697, 1534.8569815890064])",24.06249967140141,0.633223675563195,44,6,38,-8.104988698714838,-104.77381412865046,5,939079.0,284.812,52.23177,,,3.21e-11,4.671229929839615e-07,0.97585,3.0,2,2.433052223301965e-07,1.0856854006513422e-07
GRB200122A,5,"[2.432263415549615, -0.2999999999991772, 5.712506783635709, -0.19159292322030672, 0.6199373025890677, 0.8176755747032808]","[0.12452574154122523, 0.23836942416768891, 2.555484927380666, 0.15362495931754458, 0.05614112346210984, 0.438220763262249]","[117.83527597823442, 326.3530063649885, 367.78679049797046, 412.66356618374704, 13355.6023766809]","[0.052557828787742525, 0.005142684115171494, 0.005598400885887646, 0.1369923168424639, 0.7044199472296289]",630028.3576970678,320716.0335805988,"(14599.545125780376, [658.9371050276911, 1444.253081106485, 233.75167408152765, 179.713638660532, 12082.88962690414])",80.5424858288732,0.8949165092097022,102,12,90,12.67546521249544,109.0173700791886,4,950330.0,190.596,4.514513,,,5.03e-11,4.6484723997016324e-07,0.69719,4.0,8,2.586655136524387e-06,2.329514369611692e-06
GRB200228B,0,[0.5736961680943236],[0.16319456398049476],[],[],5.211429366662888,7.008936744631027,"(0.0, [])",0.5460814151008826,0.1820271383669608,5,2,3,-4.517997455575193,-31.07582029085752,0,958733.0,7.368,1.575558,,,3.89e-11,6.788664036862572e-07,1.7006,1.0,0,0.0,0.0
GRB200409A,1,"[0.0870776552482061, 1.0824483785013135]","[0.22217908696175562, 0.18158819759040126]",[1245.4781960281766],[0.20815050731423243],0.9022303133414782,1.2150882019290827,"(577.4931316649506, [577.4931316649506])",12.125040106677815,0.4850016042671127,29,4,25,-12.984489328203573,-126.62240361108132,0,965484.0,16.0,5.09902,,,3.2e-11,3.896972860922907e-07,1.328,1.0,1,0.0,2.2583526018000648e-08
GRB200324A,4,"[1.7053363639156143, 4.384701116042275, 2.0823454585675205, 0.8910293265364918, 1.332952960333691]","[0.4091609400918342, 0.6581701055841431, 0.32322662858342455, 0.16434271666100608, 0.5315471454566996]","[204.75639618488813, 281.261088242584, 830.5681474839522, 7465.844851217971]","[0.0224625273052238, 0.03853007859963703, 0.12936746494442797, 0.6353304214981561]",295303.8901045222,633383.1690715224,"(5498.651165004223, [829.8657581193786, 1346.2604101237207, 1506.795479842689, 1815.729516918435])",60.823446024052345,0.9654515241913072,73,10,63,17.433364795853088,239.4735990098441,0,963260.0,,,,,3.83e-11,4.505467347634244e-07,0.66839,,5,0.0,1.2249397366755658e-07
GRB200630A,0,[0.7930575236273566],[0.38791250502302677],[],[],8.332842302950477,20.003214847133844,"(0.0, [])",7.937566785440252,2.6458555951467506,5,2,3,8.864972447145181,-20.68776982108584,0,980210.0,14.844,2.787567,,,4.4199999999999993e-11,3.4112262229665493e-07,2.12738,3.0,1,0.0,4.138307495572018e-08
GRB200711A,1,"[0.48600349580128893, 1.3902929500675458]","[0.18090353457772773, 0.10533409232516369]",[3178.825416441172],[0.20652375369980985],53.06037614504174,57.01037692929231,"(5135.6362875498035, [5135.6362875498035])",51.29520769421111,1.2213144689097883,46,4,42,17.196674764091142,-30.102498134426103,0,981957.0,29.36,3.071708,,,5.72e-11,4.512515014708138e-07,0.81206,4.0,5,0.0,9.595803464343684e-07
GRB200819A,0,[0.8340326231675602],[0.12060955359046999],[],[],32.23106826736687,27.96650798898814,"(0.0, [])",4.384652159846094,0.8769304319692187,7,2,5,3.080706696659414,-35.31453830890078,0,992099.0,26.944,7.060334,,,7.779999999999999e-11,,1.17808,3.0,1,0.0,
GRB200716C,3,"[1.0709727416941062, 2.671664809660403, 1.0013949535042412, 1.60387368948635]","[0.06781782760750825, 0.08193452724393936, 0.11209707283691847, 0.11162633079337882]","[166.44200527872223, 338.62900006639785, 3308.632340702757]","[nan, 0.009889795034697358, 0.1974415835167047]",19032.9238001847,6839.715590929522,"(25116.306143208698, [10421.926536113457, 5503.858525990087, 9190.521081105157])",459.03192877430206,1.296700363769215,362,8,354,110.05587391082868,2056.1728591738365,0,982707.0,86.572,15.1708,,,4.21e-11,4.557370496392535e-07,0.74407,4.0,3,0.0,5.197970182598472e-07
GRB200411A,4,"[0.0607651714657964, 4.703543131904963, -0.3, 1.184171251894097, -0.003602008705381509]","[0.6625761918341286, 2.984134553668859, 0.7929665427300023, 0.6551206133484089, 0.42348554359879603]","[144.11281149926808, 267.8392402114681, 485.9132233493325, 5496.678522844634]","[0.07110947121386776, 0.13023354257551084, 0.17214389888375872, 0.4705288699409197]",5.093586192443079,14.609717527432135,"(803.0968245079737, [390.20611134776203, 131.77420281714404, 49.157642001722685, 231.9588683413449])",4.745928592164018,0.6779897988805741,17,10,7,13.393408370085565,-44.85675320087964,0,965784.0,0.2199999,0.04472132,,,4.11e-11,,1.43249,5.0,1,0.0,
GRB200713A,5,"[0.33893871715363855, 5.274021792956567, 0.17925983165742929, 0.78514928242634, 1.0159960789197844, 1.7500224985994137]","[1.1084939564284535, 0.4098367043304112, 0.15151906844347646, 0.29294476468560626, 0.23430422557129996, 25.806058840569776]","[157.78780704654469, 381.3639551703542, 9626.280211427424, 21810.23184572525, 87127.53825651531]","[0.015498274588156344, 0.04415229679651054, 0.02428497208062028, 0.041652689869285976, 7.467382443045189]",223.19658441241936,1231.9410538998395,"(9698.554895581865, [702.2839846098341, 1448.1129567542027, 2335.6137544000953, 1844.3489209305667, 3368.1952788871654])",94.39217312761788,1.4301844413275435,78,12,66,51.908666440508,112.91442014598763,0,982201.0,41.972,7.986744,,,3.24e-11,4.504038155147903e-07,0.72469,3.0,0,0.0,0.0
GRB200303A,5,"[1.5484617063348753, 3.077382335837126, 0.4523024573421516, 2.994052914130634, 0.8754396337350806, 4.30838090657822]","[0.07445264732558227, 0.26189614725507215, 0.13259591536787507, 1.1549085448147525, 0.303770002775014, 3.073437544466421]","[212.7856265485859, 435.3308026666769, 12389.664332699533, 22297.77098003283, 53354.91360030083]","[0.026687660312278823, 0.049287639668294435, 0.11314313257698161, 0.02293234777263789, 0.05630408455111814]",219831.08680845876,80165.04911077186,"(55504.26373189158, [15562.91100949937, 4330.148919086447, 25224.8436600219, 5691.133433933465, 4695.2267093504015])",398.7862918657378,1.333733417611163,311,12,299,113.56243019220985,1956.871485922837,1,959431.0,94.22,6.395724,,,3.68e-11,4.529290910715251e-07,1.16094,2.0,9,8.235914596079594e-08,2.7947207157346444e-06
GRB200410A,2,"[2.692604971408767, 0.4895660545366073, 1.0331536640467087]","[0.23372393992514917, 0.0981580369321048, 0.1724936042797186]","[185.25488924997967, 8571.557913261124]","[0.0692590885062736, 0.22409789053135828]",1609208.2696890451,1768218.994866189,"(3125.9706382081386, [345.46766819235415, 2780.5029700157843])",79.17378768710067,1.7994042656159244,50,6,44,41.37278232874442,-108.59035571650496,0,965638.0,108.72,40.72945,,,3.5899999999999994e-11,4.57332087544327e-07,0.79793,3.0,1,0.0,7.933598080999955e-08
