GRBname,breaknum,slopes,slopes_err,breaks,breaks_err,normal,normal_err,fluence,chisq,rchisq,n,npar,dof,deltaAIC,BIC,flare_count,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,pulse_count,total_flare_fluence,total_pulse_fluence
GRB100619A,3,"[0.914328438832924, 5.999999998934977, 0.6607600515894704, 1.0481373317630065]","[nan, nan, nan, 0.10399084188234843]","[120.2736466980778, 212.7337082561859, 9840.360039357545]","[0.008793249216846549, nan, 0.183418776485756]",4947.27870754163,1106.05905011137,"(5652.478860872721, [854.3257767244202, 1405.292618823764, 3392.8604653245375])",367.8751812877662,3.344319829888784,118,8,110,158.45707335987814,322.2163756327962,4,424998.0,97.7,1.624148,,,3.9e-11,4.48365971248837e-07,0.95147,4.0,6,1.4451506576448144e-06,1.1649550005374283e-06
GRB100614A,2,"[1.5155264911823378, 2.4881425883826322, 0.33628883827500045]","[0.024719380333860373, 0.12888063320254992, 0.10710648831516661]","[314.7490083854389, 3116.409274686718]","[0.011712509381929845, 0.0780322604878865]",103681.94019647616,13416.42776460751,"(9901.222719091034, [6428.046769987796, 3473.175949103237])",227.0507057406938,1.503647057885389,157,6,151,76.03928405761529,588.8583462216093,2,424716.0,225.0,55.7315,,,3.6899999999999997e-11,4.554586401837763e-07,0.82107,3.0,0,5.733212334122276e-08,0.0
GRB100802A,3,"[0.14677211959709938, 1.4454913373100682, 3.354683085112002, -0.14139313016277927]","[0.046763350514081925, 0.15101770468929884, nan, 0.15260113584696272]","[115.68048039091832, 1886.957483915191, 6933.969786872409]","[0.008949230290808075, nan, 0.08894652246275345]",85.95620263870478,17.977516662728437,"(10502.000723044011, [2014.2550509067291, 7909.839070084805, 577.9066020524774])",85.86190785121723,1.2443754761045975,77,8,69,32.83480094000727,461.2083439189646,3,430603.0,487.34,26.41849,,,3.53e-11,4.559501933088135e-07,0.93285,4.0,2,1.0734649779893693e-06,1.2554921510740427e-07
GRB100727A,4,"[2.2539637845621896, 4.7882995135187, 1.7176352620324582, -0.29897963418996915, 1.1903082326070549]","[0.1270192069640694, nan, 0.46897037629634863, nan, 0.3893135061593507]","[108.64349197608671, 121.9000025186588, 2092.5806885097177, 29762.36919609141]","[0.05253803231842935, 0.10486615119535363, 0.05805081178515559, 0.023511885644495044]",270446.9484638463,146398.9775597194,"(3196.509106615652, [1041.2113919837993, 70.61908615302542, 593.2076223605827, 1491.4710061182445])",51.2830088262187,1.654290607297377,41,10,31,40.638263515433536,53.31237189004314,3,430094.0,71.9,13.01826,,,3.5499999999999994e-11,4.460692628859502e-07,1.58463,3.0,2,1.1342886456594415e-07,1.6768416649868003e-07
GRB100901A,4,"[0.9350016075240232, 2.8273137726888664, 0.8617851523940653, -0.29999542349344643, 1.2115781581939988]","[0.04176965865180645, nan, nan, 0.19805001159132618, 0.464543450180133]","[597.8007036262271, 1061.5380246517575, 51493.10942918251, 104866.2380788522]","[0.18470982662479704, 0.20556045761876504, 0.060123583722637194, 0.09653832777174293]",2688.199121172619,361.3902749974723,"(16150.308411234746, [4520.61679406322, 1448.4555236884892, 7327.6231089939565, 2853.6129844890806])",251.94336410962933,2.5973542691714364,107,10,97,122.13078718229131,-159.99997914973102,4,433065.0,436.656,21.78751,1.4084,,3.42e-11,4.637980027658369e-07,0.91357,3.0,1,6.070227395258921e-07,1.1273132478649694e-08
GRB110112A,0,[0.9376793289418887],[0.13490738217553166],[],[],61.7823517901609,61.68975380127927,"(0.0, [])",5.046287527769465,1.009257505553893,7,2,5,4.064504422409617,-36.60769853043735,0,442039.0,0.524,0.147187,,,3.26e-11,4.929622289022858e-07,0.67123,5.0,1,0.0,1.3646989388122665e-08
GRB100725B,3,"[1.562462578175017, 5.999999999999671, 0.5541885392606969, 1.0659885533722322]","[0.04233270902505865, nan, 0.08974658856349677, 0.2386241583302567]","[299.5223561256806, 532.482078941899, 23557.53974162709]","[0.007610944719311754, nan, 0.03633014436602536]",144603.5683408094,17067.88473732365,"(17196.464204905984, [12827.364839775139, 1104.4283126017851, 3264.6710525290596])",424.953471062871,5.985260155815085,79,8,71,157.35468467697646,506.54606621496015,7,429969.0,173.696,20.15702,,,3.3e-11,4.535212899733971e-07,0.93371,4.0,14,1.5704302629500268e-06,1.2185914186066482e-06
GRB101008A,0,[0.7049300740910772],[1.5235640336249958],[],[],18.371705725821872,234.27252521045773,"(0.0, [])",1.39131981082441,0.3478299527061025,6,2,4,-2.3362493616861766,-35.87118434124676,0,435903.0,103.504,34.04068,,,4.33e-11,5.107217617001628e-07,1.12672,3.0,2,0.0,1.0006765630826327e-07
GRB110106A,0,[1.0374989316006813],[0.09374440638917332],[],[],240.39897837646456,180.72734020633072,"(0.0, [])",3.953172376724509,0.4941465470905635,10,2,8,-3.0492315175784004,-55.41162674705091,0,441664.0,3.0,1.414214,,,3.21e-11,9.929529926521692e-08,0.66712,1.0,1,0.0,1.2466693410131474e-08
GRB110106B,1,"[0.628523817719579, 1.1589922949276297]","[0.09511771178998656, 0.10776846772020576]",[7537.944516021764],[0.02568601112355541],61.53675403457677,46.73081142810369,"(2983.046864393331, [2983.046864393331])",38.00247888181125,1.000065233731875,42,4,38,8.0027397273784,-127.12479571419138,0,441676.0,43.424,16.59487,0.618,,3.7e-11,4.444929248264205e-07,2.35174,4.0,3,0.0,3.6531602076738936e-07
GRB101011A,2,"[0.3492866052143027, 2.4667140531798393, 1.1580824776610095]","[0.2804834171315298, 0.19571398300045217, 0.2660072518794982]","[115.87814973315683, 603.8403335760079]","[0.04236817584358543, 0.011443587391877851]",44.75775811340971,56.77395813485619,"(1063.4844984940105, [450.8472553554549, 612.6372431385556])",49.96184156488344,2.1722539810818886,29,6,23,34.497194553620304,79.73408699794989,0,436094.0,70.892,18.6436,,,4.18e-11,3.810999183775146e-07,0.83239,4.0,5,0.0,1.2574761007094177e-07
GRB100915A,3,"[0.4995348682267381, 2.0193092455337855, 0.5618366117192798, 1.6659611060144253]","[nan, 0.22817975020429282, 0.3323289507166256, 0.38342603079147175]","[195.96591789221398, 1418.073488933092, 6251.687218984268]","[nan, 0.14639345354859404, 0.14117710788458251]",155.23252485613187,,"(3345.7439024415053, [887.3826670346557, 1852.8799873831736, 605.4812480236758])",13.30124851462586,0.5320499405850344,33,8,25,-4.823591385283724,-50.04128676504504,0,434178.0,199.196,26.18867,,,5.55e-11,5.329191357656291e-07,0.6347,3.0,0,0.0,0.0
GRB110201A,0,[1.4665514603704377],[0.14795117107258024],[],[],2256.871005937554,2018.6160022606575,"(0.0, [])",59.55591333592348,4.962992777993623,14,2,12,26.428125180086013,16.502906435983373,0,444230.0,14.092,2.195577,,,4.68e-11,4.533110324675063e-07,0.68184,4.0,1,0.0,6.486281677580426e-08
GRB110128A,1,"[2.178818224159202, 0.36177563306694716]","[0.3250776857782504, 0.397205454537355]",[1090.3152667145973],[0.24860208611118417],109910.49419457598,201390.0973179444,"(276.75161783645495, [276.75161783645495])",5.223251634955393,0.8705419391592321,10,4,6,6.613606573070797,-34.331369606953714,0,443861.0,14.152,2.489704,2.339,,3.78e-11,3.068330922233364e-07,1.33809,3.0,0,0.0,0.0
GRB101117B,1,"[0.7582370192810887, 1.237125591983745]","[0.1110383967193472, 0.1032090273242098]",[1268.7066998844673],[0.022248064541825135],110.71733994219346,73.38965245007753,"(1311.255220595242, [1311.255220595242])",42.3919925529536,1.1155787513935156,42,4,38,12.593679851307147,-77.27599631332352,0,438675.0,5.172,1.691584,,,3.86e-11,4.505311441112446e-07,0.21707,1.0,2,0.0,2.3042245443364892e-07
GRB101219B,3,"[0.6199293064426352, 4.155052207182471, 2.3473971365907342, 0.524297582691901]","[0.11730810286405047, 0.49474483837624716, 0.4051262574003832, 0.16623055706658868]","[409.7330513765826, 645.3182291077048, 2684.071581473829]","[0.015253974219753136, 0.019310620297931704, 0.15459792640243977]",524.7706385252606,340.1896530874509,"(6650.510485642656, [4624.291070832296, 1246.0487149829717, 780.1706998273888])",168.93124820386652,1.181337400027039,151,8,143,41.16372516597128,516.9369435159535,0,440635.0,41.856,5.839452,0.55185,,3.5399999999999995e-11,4.625493330967412e-07,1.02285,3.0,1,0.0,2.565236944233118e-07
GRB101023A,5,"[-0.023877460402444834, 3.941295103499574, 1.3461885831892701, 1.0002929231661533, 1.7182421163295654, 0.9543951722842616]","[nan, 0.11691116425736267, nan, 0.09388231301849363, 0.23186868168640046, 3.459447687653057]","[84.4502426669291, 191.8136473829058, 812.3744299902385, 21126.90506797327, 85901.74067034983]","[0.00998348229833785, 0.0535251131059755, nan, 0.02414479995130897, 0.810521967927156]",703.5208743115568,,"(49195.397189261515, [7173.323179239853, 20445.438778279095, 6719.824832353536, 11687.768562737809, 3169.0418366512213])",266.7452479163096,1.1448293901987536,245,12,233,57.137627319133024,1039.755846417721,0,436981.0,80.824,2.112837,,,3.58e-11,5.225772045358088e-07,0.4417,4.0,7,0.0,6.916943463950517e-06
GRB101219A,2,"[0.0896357355431035, 6.0, 1.3039815563897046]","[0.37310340532339276, 18.403209035403407, 0.25540169538663976]","[177.76905736367794, 265.46134075721164]","[0.15586833214575027, 0.4926018175200694]",6.911959386832964,12.140496451879098,"(713.2253737116432, [579.5654914376316, 133.65988227401158])",11.12783733966388,1.112783733966388,16,6,10,13.709835908930804,17.415089943942217,0,440606.0,0.8279999,0.1803996,0.718,,4.75e-11,3.3701505248866403e-10,0.98587,5.0,1,0.0,5.221736676050519e-11
GRB110102A,2,"[2.0920922265146507, 0.4837670422168065, 1.2775637685207957]","[0.016443532789606443, 0.0643744718077529, 0.041853595158527004]","[639.1494248705102, 9376.16218971446]","[0.03513776948435774, 0.06234612412372671]",2458747.572620628,196983.94113915547,"(20663.274493324796, [8328.608480961519, 12334.66601236328])",1753.1198343536475,4.789944902605594,372,6,366,594.745034062109,1465.2747076525184,2,441454.0,265.916,6.702153,,,3.45e-11,4.689721096379786e-07,0.77918,2.0,11,1.4205411494496282e-06,3.1540609037543766e-06
GRB101024A,1,"[0.11493183632454321, 1.2330607178724005]","[0.17370632862472146, 0.14463124074068423]",[889.6833237029641],[0.15395452481248922],4.844896558808004,4.814490852700923,"(2005.055052943376, [2005.055052943376])",52.37079781112085,1.047415956222417,54,4,50,10.501611391093888,-92.31314761061516,0,437016.0,18.692,0.5153795,,,3.8099999999999996e-11,4.670802833626941e-07,1.31609,1.0,3,0.0,4.0844693565738786e-07
GRB101017A,3,"[1.264272419784784, 4.011926383467504, 1.5430198479245982, 0.8775892542100782]","[0.03467677370455837, 0.7530135157946307, 0.17827758355126871, 18.126293465640316]","[238.144215415247, 452.86932988253744, 6604.22988030172]","[0.028273028799074708, 0.08176457010085109, 7.287714384806812]",17591.68188959675,2919.2048733081715,"(7642.458236969047, [5622.021777371974, 1176.6581568010931, 843.7783027959799])",149.55817851142223,2.534884381549529,67,8,59,78.31991781883758,432.8448641224316,1,436429.0,72.232,3.660016,,,4.32e-11,4.507396755781926e-07,1.36754,2.0,11,4.29724747811655e-08,3.611191603502173e-06
GRB100905A,0,[0.8171702177469393],[0.12810609038417514],[],[],34.20711143560704,36.74667223270783,"(0.0, [])",8.894495862808167,1.4824159771346943,8,2,6,7.149385390516503,-43.3567811631364,3,433442.0,3.396,0.5036983,7.88,+0.75-0.94,3.56e-11,5.065140930603153e-10,1.02356,1.0,0,5.3205273310521177e-08,0.0
GRB101030A,3,"[1.982179149547991, 3.9256032657361932, -0.3, 1.1311515663643221]","[nan, 0.26127872887680204, nan, 0.2650594227670443]","[105.63867301066186, 481.44214347653286, 3800.422209367043]","[0.009931342721534977, 0.04417287040757244, nan]",389747.8151263492,,"(3695.6036911731753, [1842.932203395691, 1354.0826792785397, 498.5888084989447])",74.26438759637811,0.9283048449547264,88,8,80,9.453230898977065,299.0315013787563,0,437408.0,98.672,7.122446,,,3.45e-11,4.534856949398469e-07,1.07807,4.0,5,0.0,4.23651711188115e-07
GRB101213A,5,"[1.7011376244846308, 2.887005919180139, 1.3543516313178516, 0.6763941845510199, 1.512207968720351, 0.2516718309287474]","[0.4152744916621969, 0.18785964725491272, 1.0485362993022163, 0.24492430198508588, 0.34376626048563524, 0.2863201619847786]","[149.85171224769252, 406.7493517044673, 927.8110629311698, 10498.868705748051, 25260.71598429849]","[0.064819466511042, 0.0888870800343372, 0.5021608576755517, 0.020973320439083013, 0.10177228557138576]",321136.35754966416,636960.9846115941,"(15624.614569927, [4590.842423656592, 4304.321751392177, 1040.5757263185878, 4004.332692203786, 1684.5419763558582])",151.60640677506828,0.7359534309469334,218,12,206,-42.83627892265429,778.7297890783685,0,440285.0,131.12,41.95895,0.414,,3.97e-11,4.506915483604505e-07,0.8976,4.0,1,0.0,4.325960833664551e-07
GRB100906A,3,"[0.6778617689147544, 5.773853724852555, 0.6592270813115463, 1.873364033726992]","[0.15270740135767394, 0.7757780526654077, 0.06664468261260514, 0.1133746399797447]","[138.73475261163466, 251.1445793021726, 8334.90350787238]","[0.03915988908712793, 0.02088215929740512, 0.07130462074972929]",4956.342670959882,2864.456540220069,"(29018.790072363438, [14598.149062201554, 4786.746784543795, 9633.894225618089])",243.03924644132405,1.7115439890234088,150,8,142,96.60938210308966,57.82909122008401,2,433509.0,114.632,1.455676,1.727,,4.07e-11,4.50875250937739e-07,1.46868,4.0,0,1.9444189346752503e-06,0.0
GRB100902A,3,"[1.0809153654717223, 4.474082502845132, 1.66417336862657, 0.6406493986713359]","[0.04101696258092373, 1.311885690995478, 0.2973693388285429, 0.07602583300816819]","[579.1399931168049, 794.6794165884949, 3158.1728746470044]","[0.00760618844832421, 0.06475343727149963, 0.12638291244819377]",7546.172563834372,1656.4663050153015,"(5149.091367833649, [2925.9601788274567, 865.6993885122699, 1357.431800493922])",114.87054763746328,1.7404628429918678,74,8,66,57.00717988845507,-22.05454242817708,3,433160.0,428.828,47.27381,,,3.8e-11,4.504866647487259e-07,0.74259,3.0,5,2.4120927824810334e-06,2.582455878241449e-07
GRB110205A,3,"[0.23316336577775892, 3.4310583198136246, 1.7620232195190244, 1.545795917016039]","[0.0205604993328897, nan, 0.09089622149923046, 0.0884226581059152]","[265.700912246589, 519.2787337953346, 2589.0894989851536]","[0.0036435518318771233, 0.009451927317994515, 0.3836830379209444]",828.9324129374818,63.13920859533935,"(59641.42936879725, [28934.997992401848, 19816.3224275234, 10890.108948871999])",513.37485798063,1.446126360508817,363,8,355,149.90652773702843,1723.7253256325675,4,444643.0,249.416,15.03472,2.22,,3.52e-11,4.5216103914303163e-07,1.53484,2.0,24,5.961406993642679e-07,2.2510633835448114e-06
GRB110119A,3,"[2.2927281567041904, 2.286599032085999, -0.3, 1.6499136633444391]","[0.0228955373573963, 0.02377266892946625, 0.190355707246052, 0.12311766645931646]","[422.9516633579775, 478.6842384002597, 1595.1534275969975]","[nan, nan, nan]",1995156.5779868504,172481.34578105272,"(10961.374588274206, [8876.613815505432, 91.92530361186301, 1992.8354691569107])",432.6047976937438,4.005599978645776,116,8,108,176.97243169749063,781.0156381446899,8,442978.0,213.928,10.21124,,,3.36e-11,4.3852493719667973e-07,0.90021,2.0,17,5.829128097133255e-07,9.854267523415283e-07
GRB110610A,5,"[1.891948265311222, -0.2416067541707459, 5.999972268935123, 1.1326836411531338, 5.999999999999954, -0.2999999999999392]","[0.15217720700511833, nan, nan, 0.14473543013048423, nan, nan]","[279.0791295693183, 1006.9537181674028, 1129.8206544117957, 46501.335721315285, 52175.35682900673]","[0.037135058127362175, 0.025206480054803172, nan, 0.014050996449717414, nan]",42609.98969579448,30562.312324026843,"(4187.911094638871, [862.1253262816621, 885.729627041281, 120.82049252038455, 2277.7469827481286, 41.48866604741492])",108.80027099613272,2.266672312419432,60,12,48,73.09876885704769,16.723932895746124,0,455155.0,49.444,6.062587,,,4.78e-11,4.461713861128391e-07,0.90527,4.0,8,0.0,9.65397834633539e-07
GRB110521A,2,"[0.8875393759580009, 1.6954634274136984, 6.0]","[0.5618419098439511, 0.6067402919777365, 1.5179999533983346]","[121.73107349604645, 280.396721189374]","[0.01648016250055925, 0.07994898605992368]",498.43244075400986,1304.678018455002,"(790.2565104416342, [248.7920943523575, 541.4644160892767])",4.231136524000878,0.8462273048001755,11,6,5,10.163359989657437,27.251456069995765,0,453788.0,96.0,49.0408,,,5.099999999999999e-11,3.204774862554884e-07,0.8522,3.0,1,0.0,2.443683170681522e-10
GRB110530A,5,"[-0.1430656071515845, 2.8357348568023544, 0.20329021665557026, 1.0981243818577813, 6.0, 0.7627889943676053]","[nan, nan, 0.31179514464547, 1.3159319870836215, 10.815609490406557, 0.36362683118331945]","[1400.8849255592727, 1952.9501759698453, 7950.057609624115, 12892.790895234997, 14904.007758196276]","[0.01169244764046275, nan, 0.22208469102044254, 0.07110405074563339, 0.09502422721856506]",0.1775082488253268,,"(2258.024587197956, [433.42125748710833, 174.37471256952523, 985.0944059365047, 550.4907542132737, 114.6434569915441])",23.864289988764845,1.0847404540347656,34,12,22,26.765585347179403,-95.40484568949392,0,454473.0,55.728,12.53004,,,3.7e-11,3.0243064197552725e-07,1.9943,3.0,0,0.0,0.0
GRB110625A,0,[1.2073782615207633],[0.03980916607484325],[],[],5797.47280810442,1381.8016338514142,"(0.0, [])",93.93563674601562,1.677422084750279,58,2,56,34.00097220944983,171.05810331519646,0,456073.0,42.5,8.889727,,,1.24e-10,4.487507745437583e-07,0.45843,4.0,3,0.0,5.6553607944833475e-06
GRB110305A,0,[1.0527557908371123],[0.11759183649291782],[],[],156.6463827297193,123.5439485112984,"(0.0, [])",13.092014170611238,1.4546682411790264,11,2,9,8.12255647858095,-37.09427110623599,0,448229.0,12.0,2.236068,,,4.1e-11,4.502614296813006e-07,0.63384,3.0,1,0.0,1.2403658731308622e-07
GRB110210A,4,"[1.0646652529426461, 5.070753344588659, 2.794423349295759, 0.39718727814443666, 1.0239892030990536]","[0.14675573297599176, 0.377171017055004, 0.6774199807770797, 0.07648625116428928, 52.01088280690325]","[249.70735808722654, 475.65366347689366, 1248.3086372088555, 200260.61624702587]","[0.010321293103845587, 0.07860188946960263, 0.07867608397246308, 4.368101043601846]",14927.970549161128,11386.216441965656,"(14488.500319350045, [7230.158796185612, 2379.9968907068564, 347.6827181221098, 4530.661914335466])",213.8963706656361,1.0433969300762738,215,10,205,29.13355891474822,1090.3757533792436,0,445141.0,192.888,42.10384,,,3.39e-11,4.511682429154923e-07,0.44064,3.0,0,0.0,0.0
GRB110503A,4,"[0.3762970150347637, 1.0729807327911514, -0.2999999999999998, 1.3714302142777317, -0.29999999999999993]","[nan, 0.024744677625384976, 0.19330708544955152, 0.10597760365185689, 0.17859528568200786]","[204.88538877647477, 12513.978405847865, 14040.914708097564, 162498.67123352658]","[0.039730571450507055, 0.009370219938117994, 0.03804010605360187, 0.1067715729913516]",200.94224806123697,,"(29008.724619018503, [1073.2379814646827, 19737.75663971431, 511.12058820574936, 7686.609409633764])",341.74925880312173,0.9236466454138426,380,10,370,-10.181765568433075,502.96037759763897,0,452685.0,58.7,47.0071,1.613,,3.5399999999999995e-11,4.5200668928279803e-07,1.29717,4.0,1,0.0,2.113767581436354e-06
GRB110312A,1,"[2.6504259571793023, 0.554206674929402]","[0.21581305760183156, 0.06324043942840475]",[482.60481911855766],[0.05446850477123101],6664316.860962893,7855521.768871922,"(894.8668903657986, [894.8668903657986])",49.73023465369363,1.554069832927926,36,4,32,23.8715787849147,-15.888745051466929,0,449074.0,35.136,7.781077,,,3.8099999999999996e-11,4.504302859745772e-07,0.78295,3.0,0,0.0,0.0
GRB110223B,2,"[2.647155172017099, 0.8660233625907456, 3.141695426258693]","[1.626986440103523, 0.06971709941146571, 3.5437087628308506]","[106.85160547846054, 58870.61963353833]","[0.15070341095709697, 0.14749258504654802]",780991.8479837516,5480219.687560841,"(3896.608229746363, [368.35986779424445, 3528.2483619521186])",36.771107345732105,1.1490971045541285,38,6,32,17.28110728603658,-15.60429998813656,0,446677.0,61.448,11.0534,,,4.38e-11,2.410421782335288e-08,0.54593,3.0,1,0.0,5.085729467263954e-10
GRB110422A,3,"[0.644304123622392, 3.4820123588564966, 0.5462404354562709, 1.47175610038934]","[3.6905663886297306, 13.728953035436234, 0.41584355747635793, 0.05414757888278099]","[1238.642490099069, 1389.7797321736919, 3708.0364621009317]","[0.015560895519477109, 0.14043203526154546, 0.14480733211370292]",746.8376641121828,19036.273558403645,"(13421.982435256541, [3742.789929167284, 941.8598984884261, 8737.33260760083])",214.51123432739507,0.8937968096974794,248,8,240,-11.844649340963777,280.53720689851247,0,451901.0,25.784,0.5954494,1.77,,3.92e-11,5.310062081327386e-07,0.93631,,5,0.0,9.634781204441918e-06
GRB110402A,1,"[0.3988791399008511, 1.4749564881659936]","[0.3298136736345044, 0.998514819655975]",[5932.706773980803],[0.24526635202752517],2.550719486637475,6.1179473779218565,"(589.5566193989827, [589.5566193989827])",12.37173303371518,0.8836952166939414,18,4,14,5.774425040789707,-75.62592722707932,0,450545.0,56.208,5.08058,,,3.2e-11,4.783178539373345e-07,0.70001,3.0,5,0.0,2.8062923977740704e-07
GRB110411A,4,"[0.46093732050674485, 5.999999983980384, 0.5461599760495609, 1.783861905285331, 0.47142387565315425]","[0.6183771081867087, 0.7266097458163634, 0.1495021261328111, 0.6105753398282618, 0.5986255252228727]","[132.39274012936758, 233.5810607969192, 5102.5375623498885, 13275.321278345256]","[0.020605884925812855, 0.033168289037411654, 0.14058997943798573, 0.020196779511645793]",206.63464381701493,602.450835954796,"(2454.7523975634695, [321.21790397811185, 541.8421165389113, 1132.59627864652, 459.0960983999264])",64.25717983429648,1.606429495857412,50,10,40,43.70070059058628,-3.294475552043614,0,451165.0,79.4,5.250351,,,3.89e-11,4.468670878805109e-07,1.45483,4.0,7,0.0,6.983801356029196e-07
GRB110208A,4,"[2.2842520828635777, 0.48832545199659355, 0.037655386020219075, 3.5730945685524182, 0.9715395091054911]","[0.4509392935701784, 0.6466862253476509, 0.8376069401966793, 5.592414198063313, 0.3649108760839407]","[173.34516852252116, 537.0749902778678, 3471.539119788147, 5505.981213644596]","[0.16446797069180874, 0.05904878481181102, 0.2688313362290389, 0.15161890576544815]",46978.9131405487,97375.41549890696,"(972.0368033943371, [111.48631489468293, 95.86750908114416, 583.0282807825598, 181.65469863595013])",4.279515913321983,0.475501768146887,19,10,9,5.875691108436968,-79.41670412802442,0,445038.0,15.984,3.872198,,,3.35e-11,,,1.0,1,0.0,
GRB100728A,5,"[0.6572082291870314, 1.465302388205107, 1.1041745712657132, 2.674223515916264, 4.77005185143972, 1.1551260090049489]","[0.019799798517774983, nan, 0.02820995431254155, nan, nan, 0.13299845099276664]","[130.37075930119903, 482.98865082426335, 11849.228097021778, 13306.218646318404, 15597.20637511548]","[0.03641230882158526, nan, 0.016602647898259257, 0.016916186702803836, 0.011857886665951995]",5063.763997338454,365.38733398680586,"(84407.01860114666, [16124.678100889741, 26366.886830617725, 39780.48522713029, 1104.0308395591333, 1030.937602949778])",745.0612458634823,2.217444184117507,348,12,336,301.1316319590317,1902.4342637404711,13,430151.0,193.384,10.57069,1.567,,4.55e-11,4.429881554504706e-07,0.618,2.0,26,1.8540943205115964e-06,5.753654566583594e-06
GRB110223A,1,"[2.811166116629912, 0.5422986487851476]","[0.23793193564075024, 0.07188519802396473]",[382.7395878384341],[0.07900108020511189],4174072.7871518377,4829570.513917519,"(779.9644021471553, [779.9644021471553])",33.58832792526079,1.3435331170104317,29,4,25,16.5637811586078,-61.95558470702652,0,446674.0,7.0,2.236068,,,3.7e-11,3.148085586926396e-07,0.77472,1.0,0,0.0,0.0
GRB110318B,0,[1.066234499423862],[0.1265284670633081],[],[],171.53962541689717,142.62973147610654,"(0.0, [])",25.17600882648343,2.2887280751348573,13,2,11,14.763951088213036,-29.985689234904044,0,449549.0,4.788,0.5648362,,,4.07e-11,,,4.0,1,0.0,
GRB110709A,4,"[0.589543870661848, 5.3372147014739415, 0.45975317540193034, 0.7699365852025453, 1.776904387968974]","[nan, 1.0573243795648688, 0.1566341071783307, 0.04205639198598658, 0.16012750033620063]","[62.967383038596935, 86.64144124505252, 271.38099850606125, 6109.869183511385]","[0.013559404385546746, 0.02605671077071131, 0.05183088451496981, 0.06560096610689921]",942.7451469185304,,"(14421.831963505801, [580.519813475559, 892.0916266176212, 2041.9500630322486, 10907.270460380372])",277.04459803788257,1.1591824185685462,249,10,239,56.781021315703015,590.6095916576595,1,456939.0,44.328,0.5420701,,,4.94e-11,4.461685193667034e-07,0.28748,2.0,7,2.0073958124516647e-08,1.993970204498893e-06
GRB110213A,5,"[2.580605855426463, -0.3, 0.5456931181157478, 1.117022311877553, 2.7480584003027237, 1.7227521448587806]","[0.16214479066524193, 0.16455268836277784, 0.2351882498830754, 0.12455680075902029, 0.38963518491133187, 0.13498333893204137]","[193.0597452055343, 1040.1454605561555, 2495.5137245447777, 11585.232519652605, 17783.09642358232]","[0.0369880158618276, 0.09422548129068464, 0.026448173320721635, 0.03937235989463621, 0.030048892140804112]",3751774.950616802,2873053.664830445,"(36160.63734940672, [1645.4613073487712, 5581.576662903672, 8781.052232595343, 17088.183651903557, 3064.3634946553784])",280.1525103011346,1.077509655004364,272,12,260,44.305480956492026,135.72999703218971,0,445414.0,48.0,16.0,1.4607,,4.16e-11,4.3871334718145003e-07,1.39383,4.0,2,0.0,9.737806562184325e-07
GRB110414A,3,"[-0.29999999999983484, 5.999999999998263, 1.1316010521087336, 0.5040197177757455]","[0.4806848471364785, 0.4343473956751377, 0.05712830046509085, 33.793948426780034]","[148.9737037476701, 247.99632747680207, 18750.275737489268]","[0.007941594516523251, 0.018815756247196485, 11.317793533523217]",15.870438160820994,37.62499175968759,"(5880.737794821319, [1188.3671353780658, 1955.6377679961556, 2736.7328914470972])",252.22573243787332,2.8991463498606134,95,8,87,117.11955149652482,466.7286337461844,0,451343.0,153.116,68.9858,,,3.8499999999999996e-11,4.503015392090291e-07,0.65417,3.0,5,0.0,1.0103438203892742e-07
GRB110315A,2,"[2.4331969238542586, 0.9185985683430739, 2.123314878519235]","[0.10572140058210215, 0.12141605390224015, 0.7345751367746732]","[192.67793865424278, 25213.991240908734]","[0.1397222049302192, 0.1194822794407727]",1619709.066242745,805998.0124903366,"(6188.099826660713, [1039.1210282563043, 5148.978798404409])",102.90231626513804,1.4493283981005358,77,6,71,40.57472120661869,-137.12765019623552,1,449399.0,87.676,11.82677,,,3.79e-11,4.661255137886238e-07,1.13338,4.0,4,2.7415185945789095e-08,5.879846065238741e-07
GRB110520A,0,[1.4469775739127135],[0.063859837685249],[],[],5991.459903745762,2349.7672985451227,"(0.0, [])",23.191665279292994,1.1595832639646495,22,2,20,7.257335078091047,-21.24414717718937,1,453747.0,20.864,5.367231,,,4.84e-11,5.258642837655922e-07,1.74345,4.0,2,3.741994331883698e-08,1.8498001158542816e-07
GRB110420A,4,"[1.6028713291625862, 6.0, 0.1913392901300805, 1.1162295310294843, -0.3]","[0.12574876916337785, nan, 0.14140315330662429, 0.051915490268222134, nan]","[110.50045610570945, 174.99432711509203, 3313.600360135273, 201875.1308843697]","[0.017651204794880505, 0.037762269726929615, 0.11798118315103384, 0.042524835633958036]",64077.76265310964,35090.99035176245,"(19988.643155964543, [1455.8302116300515, 675.9349868565149, 4564.424735827791, 13292.453221650185])",168.22225224936489,1.227899651455218,147,10,137,50.17985107149807,-212.4809061599858,1,451757.0,13.868,1.302564,,,3.53e-11,4.5204971920498956e-07,1.24482,4.0,1,1.0478604834583396e-08,1.6939500361002565e-06
