GRBname,flarenum,indices,params,errors,fluence,peak_flux,stats,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,t_rise,duration,t_decay,t_start,t_peak,t_end,t_ratio,fluence_rise,fluence_decay,underlying_index,d_l,e_iso,L_p,L_iso,t_peak_z,t_start_z,t_end_z,afterglow_fluence
GRB150626A,1,"[20, 50, 139]","[104.85603550478886, 2.494654579814933, 23.30940709060701, 2.989255566026786, 92.94383221898819]","[1.486700778888105, 1.5727059512734316, 2.9500457093346153, nan, 7.547831531528619]",8.37176704072007e-08,3.6340733678212567e-09,"[5867.938246763282, 28.0762595538913, 219, 10, 209, 750.348435609686, 6885.320021911703]",646603.0,97.264,34.93727,,,3.91e-11,4.560135366165409e-07,0.52498,3.0,4.762061775246906,49.25753517985886,44.49547340461196,100.09397372954196,104.85603550478886,149.35150890940082,9.343741325637241,8.093557840256266e-09,7.562411256694443e-08,0.7643797653782435,,,,,,,,2.9400516015852385e-07
GRB150626A,2,"[20, 50, 139]","[143.16748483993752, 7.684943385257837, 20.8833635859268, 1.9891158384278727, 30.238114027147418]","[8.775838837303043, 5.904566582416819, 15.875796344706554, 2.0578839031250293, 13.622862437408735]",2.9930724308347855e-08,1.1822777432364325e-09,"[5867.938246763282, 28.0762595538913, 219, 10, 209, 750.348435609686, 6885.320021911703]",646603.0,97.264,34.93727,,,3.91e-11,4.560135366165409e-07,0.52498,3.0,20.305117681848188,75.48303298289109,55.1779153010429,122.86236715808933,143.16748483993752,198.34540014098042,2.7174388331848647,8.051436712988414e-09,2.1879287595359437e-08,0.7643797653782435,,,,,,,,2.9400516015852385e-07
GRB150722A,1,"[4, 20, 28]","[4726.968968560071, 275.94467809400555, 1865.2000000000003, 3.0, 0.7798817051879158]","[223.39969708306086, 291.60113506679284, nan, nan, 0.0975688043299901]",4.950090987195477e-08,2.5892070758450508e-11,"[533.0496952598749, 11.845548783552774, 50, 5, 45, 133.59760834672775, 364.2614184294869]",649916.0,67.312,11.76489,,,3.32e-11,,,3.0,525.534224263024,4077.7912993621867,3552.2570750991626,4201.434744297047,4726.968968560071,8279.226043659233,6.759325865181517,6.3795372274203404e-09,4.312137264453443e-08,0.5107596259513331,,,,,,,,0.0
GRB150801B,1,"[1, 17, 137]","[393.14898921776387, 68.87880387477239, 81.94118833333334, 3.0, 36.9671172808902]","[12.777552387512664, 14.30890079021892, 13.389083231035361, nan, 1.1615986654790373]",3.892974798076992e-07,2.8908281586660626e-09,"[989.5709660096286, 6.8720205972890875, 159, 15, 144, 336.4658509307952, 1498.1538691984401]",650977.0,408.708,29.61914,,,7.82e-11,4.546994762713579e-07,1.03805,3.0,131.17907912745432,287.235355129554,156.0562760020997,261.96991009030955,393.14898921776387,549.2052652198636,1.1896430211289604,1.7779038277650243e-07,2.1150709703119683e-07,0.8234590706291207,,,,,,,,1.5599543163894444e-07
GRB150801B,2,"[1, 17, 137]","[604.3894560551344, 95.25038006269996, 1110.4298976628518, 2.017800382385347, 6.70221391842563]","[55.57049925880237, 65.30272475987977, 242.0629341520676, 1.9052078819572182, 1.6824726222237625]",5.598222982652753e-07,5.241063602141652e-10,"[989.5709660096286, 6.8720205972890875, 159, 15, 144, 336.4658509307952, 1498.1538691984401]",650977.0,408.708,29.61914,,,7.82e-11,4.546994762713579e-07,1.03805,3.0,248.21784993201084,3141.944064112567,2893.7262141805563,356.1716061231235,604.3894560551344,3498.1156702356907,11.658010151055514,4.4226714994537314e-08,5.15595583270738e-07,0.8234590706291207,,,,,,,,1.5599543163894444e-07
GRB150801B,3,"[1, 17, 137]","[2024.8317609394985, 28.409077777777775, 813.7438473870914, 1.6216093296934344, 75.51830790180281]","[nan, 8.082276801195739e-10, nan, nan, nan]",4.452257936784262e-06,1.3381252966842408e-12,"[989.5709660096286, 6.8720205972890875, 159, 15, 144, 336.4658509307952, 1498.1538691984401]",650977.0,408.708,29.61914,,,7.82e-11,4.546994762713579e-07,1.03805,3.0,93.55180565136675,2773.230704636997,2679.67889898563,1931.2799552881318,2024.8317609394985,4704.5106599251285,28.64379666782499,1.501918820754488e-07,4.302066054708814e-06,0.8234590706291207,,,,,,,,1.5599543163894444e-07
GRB150911A,1,"[2, 11, 34]","[102.38053725114165, 5.043719858259337, 18.850064107166702, 2.13954222546126, 31.90361589446054]","[5.2674574270419905, 5.350186215927769, 10.146936988109802, 2.398601736364892, 11.386029747851811]",2.686441724307228e-08,1.269562010600141e-09,"[2177.9473040798257, 21.145119457085688, 108, 5, 103, 339.55218499598703, 2167.9230636823645]",655262.0,7.136,0.5997466,,,3.98e-11,4.54913480831177e-07,0.69235,4.0,12.44653312590546,58.96338059733941,46.51684747143395,89.93400412523619,102.38053725114165,148.8973847225756,3.7373336816672746,5.670788312841126e-09,2.1193628930231152e-08,0.514217175358385,,,,,,,,1.2393319368585045e-07
GRB150911A,2,"[47, 59, 64]","[1047.7438635724536, 254.98983095589546, 1085.31, 3.0, 1.0818735428273414]","[195.883676638572, 216.77909548053975, 617.165392226651, nan, 0.13239727447303412]",5.153020793879864e-08,4.305625068529118e-11,"[2750.360123611296, 26.702525471954328, 108, 5, 103, 364.7538799729538, 2740.3358832138356]",655262.0,7.136,0.5997466,,,3.98e-11,4.54913480831177e-07,0.69235,4.0,485.6259012928474,2552.5892972696174,2066.96339597677,562.1179622796062,1047.7438635724536,3114.7072595492236,4.256287381859245,9.803536212515311e-09,4.172667172628332e-08,-0.2999999978668077,,,,,,,,1.2393319368585045e-07
GRB150821A,1,"[67, 83, 133]","[300.809, 62.17616947155334, 62.17616934110468, 3.0, 29.58529973688648]","[nan, nan, nan, nan, nan]",1.2220056365191584e-07,1.100573150212177e-09,"[17100.947096845117, 33.205722518145855, 520, 5, 515, 1831.4155575583218, 19194.144643335017]",652847.0,168.944,102.3371,0.755,,3.72e-11,4.478748767467281e-07,0.94173,3.0,118.41397057038918,236.82794089234002,118.41397032195084,182.39502942961084,300.809,419.22297032195087,0.9999999979019508,6.110028042735494e-08,6.110028322456088e-08,0.8331742825554811,1.4657488433563574e+28,1.8798581198485863e+50,1.6930538706899514e+48,1.3930581788210686e+48,171.40113960113962,103.92879169778396,238.87348736293498,6.544316535380852e-07
GRB150821A,2,"[179, 277, 353]","[475.16715576799743, 1.8637111111111113, 179.51577694016245, 3.0, 10.630225531141624]","[nan, nan, 23.985315785358416, nan, 1.8368335363067056]",6.404333561284299e-08,3.9544434660627934e-10,"[15142.30664331801, 29.984765630332692, 520, 15, 505, 1798.358508986975, 17298.042477923664]",652847.0,168.944,102.3371,0.755,,3.72e-11,4.478748767467281e-07,0.94173,3.0,3.549421499241589,345.4356474951751,341.8862259959335,471.61773426875584,475.16715576799743,817.0533817639309,96.3216755375446,6.580582721152917e-10,6.338527734072769e-08,0.8331742825554811,1.4657488433563574e+28,9.852031846344396e+49,6.083271989100833e+47,5.005365258539485e+47,270.7505161071211,268.7280537143908,465.55748248657034,6.544316535380852e-07
GRB150821A,3,"[179, 277, 353]","[639.2627278048271, 83.9116464140481, 101.85159328189863, 2.988461358335415, 12.918871041207906]","[24.459093722018217, 28.865609128350147, 29.457277084670437, nan, 1.1735601121553187]",7.969919571371104e-08,4.805819282498448e-10,"[15142.30664331801, 29.984765630332692, 520, 15, 505, 1798.358508986975, 17298.042477923664]",652847.0,168.944,102.3371,0.755,,3.72e-11,4.478748767467281e-07,0.94173,3.0,160.20699268870953,354.6655471035682,194.45855441485867,479.0557351161176,639.2627278048271,833.7212822196858,1.21379567240677,3.6001151926922426e-08,4.369804378678861e-08,0.8331742825554811,1.4657488433563574e+28,1.2260432827019326e+50,7.392976047527402e+47,6.06685926703097e+47,364.2522665554571,272.96623083539464,475.0548616636387,6.544316535380852e-07
GRB150821A,4,"[179, 277, 353]","[817.4669999999992, 74.83252112498585, 117.55545868156283, 3.0, 4.077134219602513]","[78.62618001311539, 101.09401640363114, 78.86489105452267, 0.5271046864048292, 0.7392931498586905]",2.6054108938458035e-08,1.5166939296921348e-10,"[15142.30664331801, 29.984765630332692, 520, 15, 505, 1798.358508986975, 17298.042477923664]",652847.0,168.944,102.3371,0.755,,3.72e-11,4.478748767467281e-07,0.94173,3.0,142.5178815214124,366.4012236928197,223.88334217140732,674.9491184785868,817.4669999999992,1041.3503421714065,1.5709140479875172,1.0134181097760661e-08,1.5919927840697372e-08,0.8331742825554811,1.4657488433563574e+28,4.008003464115945e+49,2.3331884189816666e+47,1.9197659900340904e+47,465.79316239316194,384.58639229549107,593.3620183312858,6.544316535380852e-07
GRB150821A,5,"[418, 437, 458]","[1104.778720078675, 22.238389011937127, 98.5319207637974, 3.0, 6.205089968503081]","[29.11067488391953, 29.712047352793057, 33.0569928636242, nan, 0.7399613294047769]",2.4891527355271896e-08,2.3082449520040508e-10,"[20118.905140620147, 39.06583522450514, 520, 5, 515, 1915.9291189115518, 22212.102687110048]",652847.0,168.944,102.3371,0.755,,3.72e-11,4.478748767467281e-07,0.94173,3.0,42.35281723486014,230.0059979427249,187.65318070786475,1062.4259028438148,1104.778720078675,1292.4319007865397,4.430713066081693,4.583473077845167e-09,2.030805427742673e-08,3.2696543006350898,1.4657488433563574e+28,3.829159082074944e+49,3.5508617030477147e+47,2.921738671664969e+47,629.5035442043733,605.3708848112906,736.4284334966038,6.544316535380852e-07
GRB150821A,6,"[475, 481, 492]","[1527.6493497188394, 42.25477521703977, 228.59679766151942, 2.986469157733088, 1.8554086079405168]","[93.50148390339123, 108.79791239574683, 119.99122771235017, 10.105860087827814, 1.4540004446962067]",1.6688904669566254e-08,6.902008258442873e-11,"[20792.23642649135, 40.37327461454631, 520, 5, 515, 1933.047384244819, 22885.433972981253]",652847.0,168.944,102.3371,0.755,,3.72e-11,4.478748767467281e-07,0.94173,3.0,80.70907610124823,517.342243458037,436.6331673567888,1446.9402736175912,1527.6493497188394,1964.2825170756282,5.409963642862664,2.6035880009753823e-09,1.4085316668590874e-08,1.4504023785599764,1.4657488433563574e+28,2.56731818715889e+49,1.0617623912811155e+47,8.709212277634769e+46,870.4554699252647,824.4673923746959,1119.2492974789905,6.544316535380852e-07
GRB150724A,1,"[19, 131, 315]","[146.40685761949425, 3.3097019395277907, 52.36678545724878, 1.5572895919011378, 56.76773428900528]","[1.3730563315263866, 2.3602559631485445, 11.859021307769781, 0.1556843300284504, 4.863247861022888]",9.884172551353014e-08,1.9754463933120143e-09,"[4306.445161297652, 11.830893300268274, 374, 10, 364, 944.0471057785987, 6288.316133096202]",650141.0,280.008,43.96185,,,3.48e-11,4.498884765698962e-07,0.86202,3.0,11.448848813291477,192.59489171758145,181.14604290428997,134.95800880620277,146.40685761949425,327.5529005237842,15.822205870514203,5.875669280476184e-09,9.296605623305395e-08,0.5697505935502605,,,,,,,,2.0467311564469564e-07
GRB150724A,2,"[19, 131, 315]","[225.00303429167823, 10.961223781027865, 87.74017272816883, 1.777496351853203, 133.43154497583888]","[1.2473015242146501, nan, nan, nan, nan]",4.0772479753787776e-07,4.642998526312986e-09,"[4306.445161297652, 11.830893300268274, 374, 10, 364, 944.0471057785987, 6288.316133096202]",650141.0,280.008,43.96185,,,3.48e-11,4.498884765698962e-07,0.86202,3.0,32.51328309372934,292.7689928203449,260.2557097266156,192.4897511979489,225.00303429167823,485.2587440182938,8.004596428368984,4.527962732119619e-08,3.6244517021668153e-07,0.5697505935502605,,,,,,,,2.0467311564469564e-07
GRB150724A,3,"[338, 343, 347]","[1171.7359989710287, 213.94835862154, 213.94836059715254, 2.7681422873717483, 1.3829313348400618]","[41.885165401697805, nan, 90.91523718115762, nan, nan]",1.832718092281392e-08,4.8125111288802907e-11,"[16726.172054795767, 45.32837955229205, 374, 5, 369, 1436.4110603767026, 18678.421747607244]",650141.0,280.008,43.96185,,,3.48e-11,4.498884765698962e-07,0.86202,3.0,430.05305489542366,860.106113761984,430.0530588665604,741.6829440756051,1171.7359989710287,1601.789057837589,1.0000000092340624,9.163590203935157e-09,9.163590718878765e-09,0.25772236397053494,,,,,,,,2.0467311564469564e-07
GRB150724A,4,"[353, 361, 362]","[18070.81311896226, 1437.253614659236, 27.237750000011378, 1.5688334012235976, 0.03779681198624053]","[102.24201487188819, 1106.2665252642155, 70.05229625455418, nan, nan]",1.7297513310220996e-09,1.0802295001520969e-12,"[16870.62771640186, 45.719858310032144, 374, 5, 369, 1439.6272447005886, 18822.877409213335]",650141.0,280.008,43.96185,,,3.48e-11,4.498884765698962e-07,0.86202,3.0,4926.522472257759,5019.886222468685,93.36375021092681,13144.290646704503,18070.81311896226,18164.17686917319,0.018951248215486056,1.6975800686495962e-09,3.217126237250352e-11,0.25772236397053494,,,,,,,,2.0467311564469564e-07
GRB151006A,1,"[3, 19, 89]","[59.3414946221222, 3.499632698211556, 32.058983588218275, 1.9602734993735862, 117.90835714424509]","[3.7291504703400022, 3.251424668661259, 7.405983289865166, 0.8487681222921674, 22.306349261078264]",1.4456866136309737e-07,4.586633658205236e-09,"[3967.1260882338956, 18.032391310154072, 225, 5, 220, 660.7381730355174, 4909.655912013652]",657750.0,211.056,39.07355,,,3.89e-11,4.49439619106442e-07,1.12895,2.0,9.379849118536683,95.30556043812871,85.92571131959203,49.961645503585515,59.3414946221222,145.26720594171422,9.160670948297406,1.4228258324810162e-08,1.303404030382872e-07,0.7377614267853091,,,,,,,,6.685135952952341e-07
GRB151228B,1,"[119, 120, 126]","[10999.734085027789, 16.25636666666669, 6159.260539515946, 1.0000000000000022, 0.02212174]","[nan, nan, 1520.0435692391281, nan, nan]",4.640204600036833e-09,7.300117620565253e-13,"[4758.439163372907, 39.00359969977793, 127, 5, 122, 475.28405061680036, 5358.233415564834]",668641.0,48.0,16.0,,,3.4e-11,4.544536090638459e-07,0.97598,4.0,112.29500265873503,42658.959509126194,42546.66450646746,10887.439082369054,10999.734085027789,53546.39859149525,378.8829734103747,1.2214830754103208e-11,4.62798976928273e-09,0.7078075790730237,,,,,,,,3.685567763151805e-07
GRB151027A,1,"[4, 41, 90]","[121.65622954089322, 11.096734242106887, 22.778701468976063, 1.5094186613333367, 988.0068032502903]","[1.704516508339272, 1.4057843197588016, 3.8820549886168063, 0.21841951684202698, 166.05183517270015]",1.0382069531995914e-06,3.390453732185229e-08,"[24818.166357786213, 33.26831951445873, 751, 5, 746, 2641.95878924204, 27748.259067401348]",661775.0,129.58,5.465449,0.81,,3.44e-11,4.492867347544161e-07,1.91507,4.0,39.92652811345165,121.88527784523919,81.95874973178753,81.72970142744157,121.65622954089322,203.61497927268076,2.05273920885134,3.4009026552559954e-07,6.981166876739919e-07,1.5630164427232764,1.5985909133411023e+28,1.8420011728566237e+51,6.015390026000614e+49,2.735377218488833e+49,67.21338648668133,45.15453117538208,112.49446368656395,3.6679419692882683e-06
GRB160119A,1,"[145, 151, 208]","[1121.7306840942833, 17.55260283395451, 35.786865857326575, 1.0, 29.698272559908315]","[8.56161417483489, 17.370236468368933, 7.776442845217927, nan, 4.2242016080742335]",5.2539230326147924e-08,8.455119150040445e-10,"[8569.808431925134, 29.050198074322488, 305, 10, 295, 1047.5527170087023, 9448.91056288366]",671014.0,120.14,14.98463,,,3.32e-11,4.5335218544505414e-07,1.47586,4.0,121.24908488612607,368.45599643029925,247.20691154417318,1000.4815992081573,1121.7306840942833,1368.9375956384565,2.038835276788632,1.7289267229109193e-08,3.5249963097038734e-08,0.14796595666948442,,,,,,,,9.469547391494624e-07
GRB160119A,2,"[145, 151, 208]","[1306.0273819204797, 73.91646771255576, 95.85891804923753, 1.0389623391093787, 13.396066071171532]","[9.307161413387114, 20.71416377799183, 24.29785391331651, 0.2248581890850552, 2.309097399688515]",7.42865137099502e-08,4.373299072427617e-10,"[8569.808431925134, 29.050198074322488, 305, 10, 295, 1047.5527170087023, 9448.91056288366]",671014.0,120.14,14.98463,,,3.32e-11,4.5335218544505414e-07,1.47586,4.0,474.8998166676738,1090.7758726579912,615.8760559903174,831.1275652528059,1306.0273819204797,1921.903437910797,1.2968546930842388,3.2342717613835175e-08,4.194379609611502e-08,0.14796595666948442,,,,,,,,9.469547391494624e-07
GRB160123A,1,"[2, 4, 9]","[607.1182276741628, 8.418936040212559, 302.3530109205146, 1.0, 0.7088824295831351]","[nan, nan, 615.0454264133427, 2.017725168847948, 1.2565429995974293]",7.63679471524372e-09,1.902052172640241e-11,"[171.47896828759278, 15.58899711705389, 16, 5, 11, 53.94504563833418, 96.59796016778944]",671447.0,3.952,0.6232464,,,3.47e-11,7.176117651690055e-08,0.56612,1.0,58.155949875191254,2146.7365571775194,2088.580607302328,548.9622777989715,607.1182276741628,2695.698834976491,35.91344672014885,2.0688389422819372e-10,7.429910821015526e-09,0.682861684478491,,,,,,,,0.0
GRB151118A,1,"[1, 5, 15]","[130.028431896386, 10.482305827566197, 128.65402840880975, 2.997989099434654, 10.939921847217702]","[36.044500334597814, 37.84541882706338, 24.404510572129674, 5.242810473798726, 4.499543465686413]",7.067171469795788e-08,5.688750143390123e-10,"[447.42002058500077, 15.428276571896578, 34, 5, 29, 103.03086687138735, 382.6901209389632]",664078.0,23.568,10.67949,,,5.2e-11,3.2422492380764697e-07,0.3698,3.0,19.972087918752123,265.09845694007754,245.1263690213254,110.05634397763387,130.028431896386,375.1548009177114,12.273447324011237,5.324292043272365e-09,6.534742265468552e-08,0.383053180513306,,,,,,,,1.4234804176076477e-07
GRB151112A,1,"[1, 7, 12]","[4183.117684469415, 224.77368095595554, 758.9819726034981, 2.082413666689702, 0.12405295990024333]","[241.14741747596383, 315.64531353304477, 432.6704103896472, nan, 0.059189594341866936]",3.296284651396974e-09,3.7806786457103145e-12,"[712.036555056253, 18.737804080427708, 43, 5, 38, 136.01335294476877, 488.73297464422245]",663179.0,58.864,22.72541,4.1,+0.3-0.3,3.05e-11,,,,568.5977244024525,2488.553035226396,1919.9553108239434,3614.519960066962,4183.117684469415,6103.072995293358,3.3766496565593047,7.531524823850638e-10,2.54313216901191e-09,-0.28494769314450286,1.1668818055527562e+29,1.105905791964794e+50,1.2684203137847028e+47,2.2664252917990713e+47,820.2191538175323,708.7294039346986,1196.680979469286,2.580731938196578e-08
GRB151021A,1,"[0, 3, 98]","[81.7613171871066, 0.22635748235654604, 5.04039833193618, 2.9999999999987845, 262.1358775496334]","[0.2342205548307491, nan, 1.4403255130703279, nan, 66.15277858050064]",4.2406109833540865e-08,9.013243987730916e-09,"[6448.438909333368, 25.48790082740462, 263, 10, 253, 871.6476157606248, 7807.6647801975405]",660671.0,110.056,3.593864,2.33,,3.44e-11,4.435256078284028e-07,1.53558,2.0,0.4310958439860997,10.030490351783115,9.599394507797015,81.3302213431205,81.7613171871066,91.36071169490361,22.26742531089337,1.8225527320736004e-09,4.058355710146727e-08,2.191719931570708,5.906370255041208e+28,5.5825857275149885e+50,1.186555603473884e+50,1.8533501175563341e+50,24.552948104236215,24.42348989282898,27.435649157628713,3.5573833939168227e-07
GRB151021A,2,"[0, 3, 98]","[112.02188935436932, 24.051417035730402, 27.19504812313409, 2.734455834033122, 480.50966894654937]","[5.08408967924191, 5.526613203163734, 5.972815511241302, 0.8793927493141691, 38.988324961544514]",7.535428718220201e-07,1.6529521311183145e-08,"[6448.438909333368, 25.48790082740462, 263, 10, 253, 871.6476157606248, 7807.6647801975405]",660671.0,110.056,3.593864,2.33,,3.44e-11,4.435256078284028e-07,1.53558,2.0,48.76285279788739,103.89923526091675,55.13638246302936,63.25903655648193,112.02188935436932,167.15827181739868,1.1307046101580442,3.536589934031191e-07,3.998838784189011e-07,2.191719931570708,5.906370255041208e+28,9.920074484118292e+51,2.176041851438104e+50,3.1794120475629803e+50,33.64020701332412,18.9967076746192,50.19767922444405,3.5573833939168227e-07
GRB160117B,1,"[21, 36, 79]","[77.7741788095751, 0.36949333333435147, 24.88988708206891, 1.2708262530596663, 102.21449788991384]","[nan, nan, 3.896118925577916, 0.2540653889126768, 14.47463402239394]",8.596581058021586e-08,3.6505086790782283e-09,"[2681.9316652223033, 20.790167947459715, 134, 5, 129, 416.6203441358365, 3111.5223614470383]",670800.0,11.536,2.608028,0.87,,3.5899999999999994e-11,,,1.0,1.6907217661787683,115.58147445617685,113.89075268999808,76.08345704339634,77.7741788095751,191.66493149957319,67.36220883191484,1.2575047769835385e-09,8.470830580323233e-08,2.3987154993493665,1.7463010641338404e+28,1.7617012290372588e+50,7.481003881819205e+48,2.8502675829323762e+48,41.59046995164444,40.68634066491782,102.49461577517282,1.1278788848770477e-07
GRB151210A,1,"[3, 17, 62]","[607.2461173419924, 18.50136259106591, 62.202508243228465, 1.826303423071309, 8.007727069237022]","[2.4348974056065322, 8.052559188852728, 13.112241649225036, nan, nan]",1.9694435835863822e-08,2.7348507636166356e-10,"[476.167323074062, 7.325651124216338, 75, 10, 65, 169.35365312229405, 645.3080171937521]",666931.0,86.96,10.67124,,,3.43e-11,4.5345227677147006e-07,1.40815,3.0,53.30723206221819,232.52881779423342,179.22158573201523,553.9388852797742,607.2461173419924,786.4677030740077,3.3620501158798595,4.514949362984867e-09,1.517948647287896e-08,0.6131951036002999,,,,,,,,8.463528819858503e-09
GRB151210A,2,"[3, 17, 62]","[534.8614768613182, 40.62836729246697, 40.628367281432766, 1.4106257261153436, 41.58589443903776]","[7.124611317436241, 9.907135857769678, 11.150507001281373, 0.44216239253518747, 4.873712850177995]",1.0546909038664363e-07,1.425905317357029e-09,"[476.167323074062, 7.325651124216338, 75, 10, 65, 169.35365312229405, 645.3080171937521]",666931.0,86.96,10.67124,,,3.43e-11,4.5345227677147006e-07,1.40815,3.0,159.89679021313714,319.7935803828482,159.89679016971104,374.9646866481811,534.8614768613182,694.7582670310293,0.9999999997284117,5.273454340280047e-08,5.273454698384317e-08,0.6131951036002999,,,,,,,,8.463528819858503e-09
GRB151111A,1,"[8, 43, 110]","[132.57104708113525, 37.02131741526766, 64.25924777127378, 2.999999999999997, 25.87878155291026]","[9.990890965402423, 11.667490116786274, 11.7285381383744, nan, 1.5415109243080853]",8.659085102607227e-08,9.57514307354957e-10,"[2436.715010909416, 18.04974082155123, 145, 10, 135, 439.5040422350507, 2970.908018256483]",663074.0,76.044,12.75371,3.5,+0.3-0.3,3.7e-11,4.684970640916854e-07,2.25637,,70.50677499350014,192.88794995385695,122.38117496035682,62.0642720876351,132.57104708113525,254.95222204149206,1.735736388051203,3.165175081780429e-08,5.4939100208267977e-08,0.7836514071792487,9.661991346226408e+28,2.2573694672407596e+51,2.4961800655111397e+49,5.266354173505124e+49,29.46023268469672,13.792060463918911,56.65604934255379,1.59964644260276e-07
GRB151111A,2,"[8, 43, 110]","[223.95194567230553, 28.73300976591029, 28.73300968851889, 2.9999999999999996, 7.6102823264739765]","[25.608485075735878, 34.09176144109673, 26.90257760311364, nan, 1.0861603959024277]",1.4448206741363057e-08,2.815649917450684e-10,"[2436.715010909416, 18.04974082155123, 145, 10, 135, 439.5040422350507, 2970.908018256483]",663074.0,76.044,12.75371,3.5,+0.3-0.3,3.7e-11,4.684970640916854e-07,2.25637,,54.72176561754674,109.44353108770221,54.721765470155475,169.2301800547588,223.95194567230553,278.673711142461,0.9999999973065331,7.224103278243923e-09,7.224103463119134e-09,0.7836514071792487,9.661991346226408e+28,3.766557363492686e+50,7.340223682728764e+48,1.5486989470519418e+49,49.76709903829012,37.60670667883529,61.92749136499133,1.59964644260276e-07
GRB160127A,1,"[0, 5, 29]","[91.61688474375899, 1.5072359370359258, 53.10349096932494, 1.0901124759780723, 12.668137405490532]","[nan, nan, 15.910875836034021, 0.4395551701379564, 3.2871157695510416]",2.388402676939299e-08,4.357653739391709e-10,"[986.9807274195352, 15.421573865930238, 69, 5, 64, 198.7679526326841, 920.500402715921]",671828.0,6.156,0.9366579,,,3.57e-11,4.205689557268669e-07,1.37409,1.0,8.874332214676642,321.53806921900303,312.6637370043264,82.74255252908235,91.61688474375899,404.28062174808537,35.232367849293894,6.591903608923489e-10,2.322483640850064e-08,0.4313510055543549,,,,,,,,6.66144133418286e-08
GRB160506A,1,"[133, 156, 197]","[364.93054782144566, 13.05328518804871, 122.54164136007182, 2.564396529531492, 13.933869733868416]","[nan, 3.093642172641802, nan, nan, nan]",6.893594277916023e-08,5.7268186920866e-10,"[7293.1534946270785, 31.84783185426672, 234, 5, 229, 819.8668176160884, 8167.512817830834]",685245.0,260.528,78.31821,,,4.11e-11,4.417224051003625e-07,1.023,3.0,27.73471517899435,288.10269701086276,260.3679818318684,337.1958326424513,364.93054782144566,625.2985296533141,9.387800817549598,6.6362401053866095e-09,6.229970267377363e-08,2.5239537871308917,,,,,,,,3.910195352062133e-07
GRB160325A,1,"[79, 95, 128]","[165.04735689948265, 5.3277592139650425, 23.892738465350472, 1.5479471007359906, 36.96919784356605]","[2.146584698668003, 2.3773613191242244, 8.035295235435882, 1.0738190303036665, 11.296303035954217]",3.759230821925444e-08,1.4259682843862687e-09,"[8138.455914363815, 34.052116796501316, 244, 5, 239, 870.8056963025681, 9116.48370722337]",680436.0,61.724,12.05326,,,3.87e-11,4.504714254628153e-07,2.16327,4.0,18.568227389407923,101.83884510377524,83.27061771436732,146.47912951007473,165.04735689948265,248.31797461384997,4.484575504599232,6.8541871004575035e-09,3.0738121118796936e-08,0.8732881095612233,,,,,,,,4.26507047062741e-07
GRB160131A,1,"[365, 370, 473]","[4178.10923360856, 8.691534451910588, 8651.130300680672, 1.403165674806975, 0.5641196050156708]","[1221.6992380169343, 312.8852792115832, 2268.2233724286043, 0.44335502297629414, 0.1318748197407798]",1.574933385983797e-07,1.996853793446905e-11,"[19585.772970042453, 34.85012983993319, 567, 5, 562, 2023.449241252488, 20995.524982010855]",672236.0,327.752,71.02902,0.972,,3.5399999999999995e-11,4.4819993246428747e-07,0.78791,2.0,34.456428189908365,34330.70775368725,34296.251325497346,4143.652805418652,4178.10923360856,38474.3605591059,995.3513212823976,1.5807005523019378e-10,1.573352685431495e-07,0.8747744877708798,2.003577318228931e+28,4.028815283498774e+50,5.108124034672134e+46,2.3142033062823405e+46,2118.7166499029213,2101.2438161352193,19510.324827132812,1.7767625929073429e-06
GRB160425A,1,"[0, 117, 255]","[309.2442346597363, 5.1298483208239825, 20.329239931229157, 1.4199137732052716, 675.9307129578345]","[nan, nan, nan, nan, nan]",4.865230206454138e-07,2.0963413625284466e-08,"[2259.1299742635274, 7.5304332475450915, 315, 15, 300, 665.9700615506362, 4185.774952068829]",684098.0,304.596,15.02803,0.555,,3.1099999999999995e-11,4.558684854147762e-07,0.74897,3.0,20.0088797018459,99.30270883178588,79.29382912993998,289.2353549578904,309.2442346597363,388.5380637896763,3.962931973778862,9.803136763040953e-08,3.884916530150043e-07,1.8776658472827168,1.0060244405110933e+28,3.9792381207069536e+50,1.7145830946954566e+49,6.231164638399756e+48,198.87089045642205,186.0034437028234,249.86370661715515,6.006776676424358e-08
GRB160425A,2,"[0, 117, 255]","[268.83960587966783, 5.062614157743818, 55.66878882726393, 1.3507263618605336, 1167.7515691450678]","[0.6536894450534595, 0.22175452640133003, 0.2739338144656689, 0.011225040732591007, 35.016045958761495]",2.0213490259979724e-06,3.6227852811198085e-08,"[2259.1299742635274, 7.5304332475450915, 315, 15, 300, 665.9700615506362, 4185.774952068829]",684098.0,304.596,15.02803,0.555,,3.1099999999999995e-11,4.558684854147762e-07,0.74897,3.0,21.17247158079533,253.9861549186171,232.81368333782177,247.6671342988725,268.83960587966783,501.6532892174896,10.996056008359336,1.6850112244139398e-07,1.8528479035565785e-06,1.8776658472827168,1.0060244405110933e+28,1.6532473815596058e+51,2.963051013422563e+49,1.0121810297687013e+49,172.88720635348412,159.27146900249033,322.6066168601219,6.006776676424358e-08
